"Borough/Census Area FIPS","Year","Age","Total","Male","Female","Data from: https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/estimates/data/AgeBySexBCA.xls via https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/index.cfm March 2023 "
"090",2018,"5-9",6856,3549,3307,
"090",2018,"10-14",6544,3379,3165,
"090",2018,"15-19",6181,3284,2897,
"090",2018,"20-24",8019,4639,3380,
"090",2018,"25-29",7837,4178,3659,
"090",2018,"30-34",7901,4112,3789,
"090",2018,"35-39",7031,3707,3324,
"090",2018,"40-44",5786,2977,2809,
"090",2018,"45-49",5338,2762,2576,
"090",2018,"50-54",5520,2768,2752,
"090",2018,"55-59",6371,3205,3166,
"090",2018,"60-64",6037,3032,3005,
"090",2018,"65-69",4550,2454,2096,
"090",2018,"70-74",2994,1531,1463,
"090",2018,"75-79",1551,808,743,
"090",2018,"80-84",866,401,465,
"090",2018,"85-89",468,187,281,
"090",2018,"90+",249,92,157,
"100",2018,"0-4",112,48,64,
"100",2018,"5-9",163,73,90,
"100",2018,"10-14",124,67,57,
"100",2018,"15-19",103,49,54,
"100",2018,"20-24",74,46,28,
"100",2018,"25-29",96,53,43,
"100",2018,"30-34",154,68,86,
"100",2018,"35-39",163,70,93,
"100",2018,"40-44",144,78,66,
"100",2018,"45-49",146,72,74,
"100",2018,"50-54",171,92,79,
"100",2018,"55-59",243,119,124,
"100",2018,"60-64",253,132,121,
"100",2018,"65-69",215,107,108,
"100",2018,"70-74",148,77,71,
"100",2018,"75-79",75,31,44,
"100",2018,"80-84",39,15,24,
"100",2018,"85-89",36,14,22,
"100",2018,"90+",17,6,11,
"105",2018,"0-4",122,54,68,
"105",2018,"5-9",135,79,56,
"105",2018,"10-14",136,60,76,
"105",2018,"15-19",103,41,62,
"105",2018,"20-24",72,38,34,
"105",2018,"25-29",114,67,47,
"105",2018,"30-34",110,60,50,
"105",2018,"35-39",135,68,67,
"105",2018,"40-44",116,54,62,
"105",2018,"45-49",115,63,52,
"105",2018,"50-54",149,77,72,
"105",2018,"55-59",183,97,86,
"105",2018,"60-64",214,113,101,
"105",2018,"65-69",212,106,106,
"105",2018,"70-74",105,72,33,
"105",2018,"75-79",85,50,35,
"105",2018,"80-84",48,34,14,
"105",2018,"85-89",9,3,6,
"105",2018,"90+",5,4,1,
"110",2018,"0-4",1898,953,945,
"110",2018,"5-9",1996,1030,966,
"110",2018,"10-14",2068,1048,1020,
"110",2018,"15-19",1930,1004,926,
"110",2018,"20-24",1682,882,800,
"110",2018,"25-29",2395,1196,1199,
"110",2018,"30-34",2563,1281,1282,
"110",2018,"35-39",2398,1221,1177,
"110",2018,"40-44",1991,995,996,
"110",2018,"45-49",2117,1095,1022,
"110",2018,"50-54",2215,1118,1097,
"110",2018,"55-59",2498,1298,1200,
"110",2018,"60-64",2266,1159,1107,
"110",2018,"65-69",1797,878,919,
"110",2018,"70-74",1164,637,527,
"110",2018,"75-79",589,245,344,
"110",2018,"80-84",378,169,209,
"110",2018,"85-89",188,77,111,
"110",2018,"90+",98,27,71,
"122",2018,"0-4",3525,1764,1761,
"122",2018,"5-9",3789,1973,1816,
"122",2018,"10-14",3809,1930,1879,
"122",2018,"15-19",3465,1805,1660,
"122",2018,"20-24",2589,1445,1144,
"122",2018,"25-29",3465,1831,1634,
"122",2018,"30-34",3644,1860,1784,
"122",2018,"35-39",3908,2062,1846,
"122",2018,"40-44",3245,1733,1512,
"122",2018,"45-49",3462,1794,1668,
"122",2018,"50-54",3661,1862,1799,
"122",2018,"55-59",4653,2330,2323,
"122",2018,"60-64",4940,2501,2439,
"122",2018,"65-69",4056,2211,1845,
"122",2018,"70-74",2757,1476,1281,
"122",2018,"75-79",1785,922,863,
"122",2018,"80-84",890,445,445,
"122",2018,"85-89",482,203,279,
"122",2018,"90+",262,91,171,
"130",2018,"0-4",764,396,368,
"130",2018,"5-9",885,464,421,
"130",2018,"10-14",915,447,468,
"130",2018,"15-19",889,472,417,
"130",2018,"20-24",768,418,350,
"130",2018,"25-29",928,482,446,
"130",2018,"30-34",941,455,486,
"130",2018,"35-39",945,482,463,
"130",2018,"40-44",789,389,400,
"130",2018,"45-49",864,415,449,
"130",2018,"50-54",871,433,438,
"130",2018,"55-59",1076,566,510,
"130",2018,"60-64",1049,527,522,
"130",2018,"65-69",811,406,405,
"130",2018,"70-74",594,283,311,
"130",2018,"75-79",363,204,159,
"130",2018,"80-84",213,110,103,
"130",2018,"85-89",106,43,63,
"130",2018,"90+",72,32,40,
"150",2018,"0-4",960,508,452,
"150",2018,"5-9",985,494,491,
"150",2018,"10-14",945,494,451,
"150",2018,"15-19",872,490,382,
"150",2018,"20-24",789,421,368,
"150",2018,"25-29",1046,571,475,
"150",2018,"30-34",1036,544,492,
"150",2018,"35-39",914,493,421,
"150",2018,"40-44",746,361,385,
"150",2018,"45-49",733,358,375,
"150",2018,"50-54",815,427,388,
"150",2018,"55-59",928,529,399,
"150",2018,"60-64",908,499,409,
"150",2018,"65-69",603,283,320,
"150",2018,"70-74",414,204,210,
"150",2018,"75-79",214,109,105,
"150",2018,"80-84",117,57,60,
"150",2018,"85-89",70,23,47,
"150",2018,"90+",26,8,18,
"158",2018,"0-4",893,455,438,
"158",2018,"5-9",952,507,445,
"158",2018,"10-14",910,469,441,
"158",2018,"15-19",806,405,401,
"158",2018,"20-24",722,399,323,
"158",2018,"25-29",773,398,375,
"158",2018,"30-34",579,316,263,
"158",2018,"35-39",409,226,183,
"158",2018,"40-44",340,165,175,
"158",2018,"45-49",344,165,179,
"158",2018,"50-54",379,197,182,
"158",2018,"55-59",405,218,187,
"158",2018,"60-64",307,169,138,
"158",2018,"65-69",207,119,88,
"158",2018,"70-74",138,64,74,
"158",2018,"75-79",65,35,30,
"158",2018,"80-84",52,21,31,
"158",2018,"85-89",31,9,22,
"158",2018,"90+",8,2,6,
"164",2018,"0-4",170,80,90,
"164",2018,"5-9",134,71,63,
"164",2018,"10-14",130,64,66,
"164",2018,"15-19",91,43,48,
"164",2018,"20-24",96,51,45,
"164",2018,"25-29",144,75,69,
"164",2018,"30-34",129,72,57,
"164",2018,"35-39",142,70,72,
"164",2018,"40-44",82,48,34,
"164",2018,"45-49",53,29,24,
"164",2018,"50-54",108,54,54,
"164",2018,"55-59",131,81,50,
"164",2018,"60-64",101,51,50,
"164",2018,"65-69",67,37,30,
"164",2018,"70-74",43,26,17,
"164",2018,"75-79",19,10,9,
"164",2018,"80-84",12,7,5,
"164",2018,"85-89",8,2,6,
"164",2018,"90+",2,0,2,
"170",2018,"0-4",7794,4037,3757,
"170",2018,"5-9",8544,4356,4188,
"170",2018,"10-14",8759,4534,4225,
"170",2018,"15-19",7248,3905,3343,
"170",2018,"20-24",5300,2798,2502,
"170",2018,"25-29",6834,3483,3351,
"170",2018,"30-34",7496,3669,3827,
"170",2018,"35-39",7655,3928,3727,
"170",2018,"40-44",6467,3350,3117,
"170",2018,"45-49",6414,3286,3128,
"170",2018,"50-54",6430,3289,3141,
"170",2018,"55-59",7324,3763,3561,
"170",2018,"60-64",6783,3447,3336,
"170",2018,"65-69",5360,2725,2635,
"170",2018,"70-74",3331,1665,1666,
"170",2018,"75-79",1993,1085,908,
"170",2018,"80-84",1067,504,563,
"170",2018,"85-89",611,286,325,
"170",2018,"90+",275,102,173,
"180",2018,"0-4",908,421,487,
"180",2018,"5-9",1019,562,457,
"180",2018,"10-14",944,486,458,
"180",2018,"15-19",801,436,365,
"180",2018,"20-24",684,377,307,
"180",2018,"25-29",883,460,423,
"180",2018,"30-34",750,375,375,
"180",2018,"35-39",633,349,284,
"180",2018,"40-44",569,313,256,
"180",2018,"45-49",472,243,229,
"180",2018,"50-54",504,294,210,
"180",2018,"55-59",567,285,282,
"180",2018,"60-64",497,265,232,
"180",2018,"65-69",324,193,131,
"180",2018,"70-74",198,120,78,
"180",2018,"75-79",101,47,54,
"180",2018,"80-84",83,36,47,
"180",2018,"85-89",24,8,16,
"180",2018,"90+",9,4,5,
"185",2018,"0-4",698,356,342,
"185",2018,"5-9",775,394,381,
"185",2018,"10-14",731,382,349,
"185",2018,"15-19",553,285,268,
"185",2018,"20-24",541,335,206,
"185",2018,"25-29",945,556,389,
"185",2018,"30-34",1040,690,350,
"185",2018,"35-39",822,574,248,
"185",2018,"40-44",531,319,212,
"185",2018,"45-49",525,359,166,
"185",2018,"50-54",837,621,216,
"185",2018,"55-59",803,522,281,
"185",2018,"60-64",588,389,199,
"185",2018,"65-69",284,183,101,
"185",2018,"70-74",120,72,48,
"185",2018,"75-79",46,19,27,
"185",2018,"80-84",50,24,26,
"185",2018,"85-89",19,4,15,
"185",2018,"90+",9,6,3,
"188",2018,"0-4",707,363,344,
"188",2018,"5-9",831,436,395,
"188",2018,"10-14",760,394,366,
"188",2018,"15-19",639,334,305,
"188",2018,"20-24",533,276,257,
"188",2018,"25-29",659,358,301,
"188",2018,"30-34",615,344,271,
"188",2018,"35-39",497,263,234,
"188",2018,"40-44",345,183,162,
"188",2018,"45-49",376,211,165,
"188",2018,"50-54",470,287,183,
"188",2018,"55-59",413,243,170,
"188",2018,"60-64",363,207,156,
"188",2018,"65-69",224,130,94,
"188",2018,"70-74",155,73,82,
"188",2018,"75-79",72,37,35,
"188",2018,"80-84",59,27,32,
"188",2018,"85-89",48,7,41,
"188",2018,"90+",13,2,11,
"195",2018,"0-4",202,91,111,
"195",2018,"5-9",223,104,119,
"195",2018,"10-14",203,104,99,
"195",2018,"15-19",170,84,86,
"195",2018,"20-24",118,67,51,
"195",2018,"25-29",174,73,101,
"195",2018,"30-34",206,99,107,
"195",2018,"35-39",205,103,102,
"195",2018,"40-44",172,80,92,
"195",2018,"45-49",226,116,110,
"195",2018,"50-54",178,102,76,
"195",2018,"55-59",235,109,126,
"195",2018,"60-64",273,141,132,
"195",2018,"65-69",246,148,98,
"195",2018,"70-74",172,80,92,
"195",2018,"75-79",97,57,40,
"195",2018,"80-84",43,22,21,
"195",2018,"85-89",28,11,17,
"195",2018,"90+",24,10,14,
"198",2018,"0-4",382,222,160,
"198",2018,"5-9",458,208,250,
"198",2018,"10-14",461,253,208,
"198",2018,"15-19",363,207,156,
"198",2018,"20-24",252,137,115,
"198",2018,"25-29",353,188,165,
"198",2018,"30-34",431,202,229,
"198",2018,"35-39",374,202,172,
"198",2018,"40-44",342,186,156,
"198",2018,"45-49",360,190,170,
"198",2018,"50-54",451,259,192,
"198",2018,"55-59",530,306,224,
"198",2018,"60-64",506,249,257,
"198",2018,"65-69",452,274,178,
"198",2018,"70-74",240,146,94,
"198",2018,"75-79",173,97,76,
"198",2018,"80-84",71,43,28,
"198",2018,"85-89",30,10,20,
"198",2018,"90+",10,8,2,
"220",2018,"0-4",446,236,210,
"220",2018,"5-9",508,277,231,
"220",2018,"10-14",570,310,260,
"220",2018,"15-19",542,282,260,
"220",2018,"20-24",426,210,216,
"220",2018,"25-29",603,291,312,
"220",2018,"30-34",630,275,355,
"220",2018,"35-39",608,332,276,
"220",2018,"40-44",558,289,269,
"220",2018,"45-49",529,258,271,
"220",2018,"50-54",524,263,261,
"220",2018,"55-59",658,350,308,
"220",2018,"60-64",661,325,336,
"220",2018,"65-69",477,235,242,
"220",2018,"70-74",334,165,169,
"220",2018,"75-79",217,97,120,
"220",2018,"80-84",182,71,111,
"220",2018,"85-89",76,26,50,
"220",2018,"90+",72,21,51,
"230",2018,"0-4",62,27,35,
"230",2018,"5-9",48,30,18,
"230",2018,"10-14",53,27,26,
"230",2018,"15-19",32,14,18,
"230",2018,"20-24",38,27,11,
"230",2018,"25-29",77,28,49,
"230",2018,"30-34",99,49,50,
"230",2018,"35-39",88,47,41,
"230",2018,"40-44",115,60,55,
"230",2018,"45-49",97,47,50,
"230",2018,"50-54",71,38,33,
"230",2018,"55-59",68,40,28,
"230",2018,"60-64",85,50,35,
"230",2018,"65-69",68,32,36,
"230",2018,"70-74",41,23,18,
"230",2018,"75-79",26,5,21,
"230",2018,"80-84",14,5,9,
"230",2018,"85-89",3,2,1,
"230",2018,"90+",2,0,2,
"240",2018,"0-4",445,224,221,
"240",2018,"5-9",507,264,243,
"240",2018,"10-14",507,266,241,
"240",2018,"15-19",440,239,201,
"240",2018,"20-24",292,151,141,
"240",2018,"25-29",450,251,199,
"240",2018,"30-34",538,299,239,
"240",2018,"35-39",480,266,214,
"240",2018,"40-44",413,233,180,
"240",2018,"45-49",455,274,181,
"240",2018,"50-54",432,242,190,
"240",2018,"55-59",503,273,230,
"240",2018,"60-64",498,281,217,
"240",2018,"65-69",386,249,137,
"240",2018,"70-74",275,147,128,
"240",2018,"75-79",171,91,80,
"240",2018,"80-84",94,57,37,
"240",2018,"85-89",49,14,35,
"240",2018,"90+",32,16,16,
"275",2018,"0-4",124,69,55,
"275",2018,"5-9",166,67,99,
"275",2018,"10-14",147,74,73,
"275",2018,"15-19",124,74,50,
"275",2018,"20-24",89,42,47,
"275",2018,"25-29",132,54,78,
"275",2018,"30-34",137,71,66,
"275",2018,"35-39",115,64,51,
"275",2018,"40-44",97,41,56,
"275",2018,"45-49",140,74,66,
"275",2018,"50-54",146,71,75,
"275",2018,"55-59",220,112,108,
"275",2018,"60-64",271,138,133,
"275",2018,"65-69",204,113,91,
"275",2018,"70-74",128,67,61,
"275",2018,"75-79",85,47,38,
"275",2018,"80-84",62,35,27,
"275",2018,"85-89",25,8,17,
"275",2018,"90+",11,6,5,
"282",2018,"0-4",35,18,17,
"282",2018,"5-9",26,10,16,
"282",2018,"10-14",31,14,17,
"282",2018,"15-19",27,10,17,
"282",2018,"20-24",17,10,7,
"282",2018,"25-29",31,20,11,
"282",2018,"30-34",23,10,13,
"282",2018,"35-39",41,24,17,
"282",2018,"40-44",28,20,8,
"282",2018,"45-49",45,25,20,
"282",2018,"50-54",50,33,17,
"282",2018,"55-59",26,16,10,
"282",2018,"60-64",45,25,20,
"282",2018,"65-69",39,21,18,
"282",2018,"70-74",26,14,12,
"282",2018,"75-79",10,7,3,
"282",2018,"80-84",16,6,10,
"282",2018,"85-89",4,0,4,
"282",2018,"90+",2,0,2,
"290",2018,"0-4",379,191,188,
"290",2018,"5-9",447,222,225,
"290",2018,"10-14",410,215,195,
"290",2018,"15-19",368,209,159,
"290",2018,"20-24",231,122,109,
"290",2018,"25-29",354,190,164,
"290",2018,"30-34",360,189,171,
"290",2018,"35-39",331,178,153,
"290",2018,"40-44",284,147,137,
"290",2018,"45-49",236,106,130,
"290",2018,"50-54",298,169,129,
"290",2018,"55-59",383,203,180,
"290",2018,"60-64",423,235,188,
"290",2018,"65-69",338,182,156,
"290",2018,"70-74",209,113,96,
"290",2018,"75-79",113,58,55,
"290",2018,"80-84",65,39,26,
"290",2018,"85-89",35,14,21,
"290",2018,"90+",23,10,13,
"000",2019,"0-4",49819,25447,24372,
"000",2019,"5-9",52633,26908,25725,
"000",2019,"10-14",52892,27414,25478,
"000",2019,"15-19",47072,24682,22390,
"000",2019,"20-24",46395,25286,21109,
"000",2019,"25-29",55160,28716,26444,
"000",2019,"30-34",57062,29076,27986,
"000",2019,"35-39",53411,27567,25844,
"000",2019,"40-44",43670,22590,21080,
"000",2019,"45-49",42002,21460,20542,
"000",2019,"50-54",43616,22513,21103,
"000",2019,"55-59",50105,25893,24212,
"000",2019,"60-64",47404,24023,23381,
"000",2019,"65-69",37365,19367,17998,
"000",2019,"70-74",24697,12602,12095,
"000",2019,"75-79",14487,7190,7297,
"000",2019,"80-84",8215,3841,4374,
"000",2019,"85-89",4339,1760,2579,
"000",2019,"90+",2390,811,1579,
"013",2019,"0-4",64,39,25,
"013",2019,"5-9",93,35,58,
"013",2019,"10-14",79,42,37,
"013",2019,"15-19",88,52,36,
"013",2019,"20-24",207,147,60,
"013",2019,"25-29",139,98,41,
"013",2019,"30-34",217,151,66,
"013",2019,"35-39",353,231,122,
"013",2019,"40-44",250,164,86,
"013",2019,"45-49",258,203,55,
"013",2019,"50-54",355,245,110,
"013",2019,"55-59",391,249,142,
"013",2019,"60-64",222,130,92,
"013",2019,"65-69",99,68,31,
"013",2019,"70-74",74,43,31,
"013",2019,"75-79",25,16,9,
"013",2019,"80-84",20,11,9,
"013",2019,"85-89",5,4,1,
"013",2019,"90+",2,1,1,
"016",2019,"0-4",195,101,94,
"016",2019,"5-9",246,118,128,
"016",2019,"10-14",237,133,104,
"016",2019,"15-19",221,143,78,
"016",2019,"20-24",299,198,101,
"016",2019,"25-29",568,450,118,
"016",2019,"30-34",472,298,174,
"016",2019,"35-39",473,309,164,
"016",2019,"40-44",465,326,139,
"016",2019,"45-49",396,260,136,
"016",2019,"50-54",598,363,235,
"016",2019,"55-59",544,365,179,
"016",2019,"60-64",432,312,120,
"016",2019,"65-69",293,194,99,
"016",2019,"70-74",105,68,37,
"016",2019,"75-79",19,11,8,
"016",2019,"80-84",12,4,8,
"016",2019,"85-89",9,5,4,
"016",2019,"90+",1,1,0,
"020",2019,"0-4",19699,10055,9644,
"020",2019,"5-9",20060,10267,9793,
"020",2019,"10-14",20136,10487,9649,
"020",2019,"15-19",18532,9533,8999,
"020",2019,"20-24",20740,10967,9773,
"020",2019,"25-29",24030,12376,11654,
"020",2019,"30-34",24242,12174,12068,
"020",2019,"35-39",21925,10953,10972,
"020",2019,"40-44",17505,8763,8742,
"020",2019,"45-49",17175,8483,8692,
"020",2019,"50-54",17202,8525,8677,
"020",2019,"55-59",19337,9681,9656,
"020",2019,"60-64",17672,8639,9033,
"020",2019,"65-69",13639,6822,6817,
"020",2019,"70-74",9115,4454,4661,
"020",2019,"75-79",5365,2487,2878,
"020",2019,"80-84",3287,1424,1863,
"020",2019,"85-89",1748,706,1042,
"020",2019,"90+",1078,330,748,
"050",2019,"0-4",1718,913,805,
"050",2019,"5-9",1848,940,908,
"050",2019,"10-14",1760,871,889,
"050",2019,"15-19",1583,848,735,
"050",2019,"20-24",1390,735,655,
"050",2019,"25-29",1524,761,763,
"050",2019,"30-34",1362,705,657,
"050",2019,"35-39",1062,548,514,
"050",2019,"40-44",860,441,419,
"050",2019,"45-49",858,442,416,
"050",2019,"50-54",911,514,397,
"050",2019,"55-59",1036,570,466,
"050",2019,"60-64",848,437,411,
"050",2019,"65-69",649,363,286,
"050",2019,"70-74",323,172,151,
"050",2019,"75-79",248,122,126,
"050",2019,"80-84",118,57,61,
"050",2019,"85-89",61,14,47,
"050",2019,"90+",17,5,12,
"060",2019,"0-4",56,24,32,
"060",2019,"5-9",50,29,21,
"060",2019,"10-14",40,19,21,
"060",2019,"15-19",56,25,31,
"060",2019,"20-24",42,25,17,
"060",2019,"25-29",59,25,34,
"060",2019,"30-34",71,29,42,
"060",2019,"35-39",46,25,21,
"060",2019,"40-44",43,26,17,
"060",2019,"45-49",57,31,26,
"060",2019,"50-54",41,23,18,
"060",2019,"55-59",94,51,43,
"060",2019,"60-64",94,63,31,
"060",2019,"65-69",59,22,37,
"060",2019,"70-74",24,15,9,
"060",2019,"75-79",21,11,10,
"060",2019,"80-84",11,7,4,
"060",2019,"85-89",6,4,2,
"060",2019,"90+",1,0,1,
"063",2019,"0-4",486,247,239,
"063",2019,"5-9",448,229,219,
"063",2019,"10-14",448,230,218,
"063",2019,"15-19",393,214,179,
"063",2019,"20-24",290,165,125,
"063",2019,"25-29",518,273,245,
"063",2019,"30-34",570,315,255,
"063",2019,"35-39",502,255,247,
"063",2019,"40-44",423,230,193,
"063",2019,"45-49",389,197,192,
"063",2019,"50-54",422,239,183,
"063",2019,"55-59",532,287,245,
"063",2019,"60-64",522,270,252,
"063",2019,"65-69",371,197,174,
"063",2019,"70-74",216,110,106,
"063",2019,"75-79",125,63,62,
"063",2019,"80-84",52,24,28,
"063",2019,"85-89",32,13,19,
"063",2019,"90+",11,1,10,
"066",2019,"0-4",186,83,103,
"066",2019,"5-9",185,96,89,
"066",2019,"10-14",199,93,106,
"066",2019,"15-19",167,85,82,
"066",2019,"20-24",107,62,45,
"066",2019,"25-29",108,60,48,
"066",2019,"30-34",171,78,93,
"066",2019,"35-39",185,98,87,
"066",2019,"40-44",140,72,68,
"066",2019,"45-49",136,77,59,
"066",2019,"50-54",189,97,92,
"066",2019,"55-59",236,125,111,
"066",2019,"60-64",311,176,135,
"066",2019,"65-69",186,114,72,
"066",2019,"70-74",120,66,54,
"066",2019,"75-79",96,62,34,
"066",2019,"80-84",32,17,15,
"066",2019,"85-89",12,4,8,
"066",2019,"90+",4,3,1,
"068",2019,"0-4",103,52,51,
"068",2019,"5-9",115,64,51,
"068",2019,"10-14",113,57,56,
"068",2019,"15-19",98,44,54,
"068",2019,"20-24",46,21,25,
"068",2019,"25-29",108,56,52,
"068",2019,"30-34",148,71,77,
"068",2019,"35-39",153,77,76,
"068",2019,"40-44",124,64,60,
"068",2019,"45-49",156,76,80,
"068",2019,"50-54",132,80,52,
"068",2019,"55-59",168,101,67,
"068",2019,"60-64",152,98,54,
"068",2019,"65-69",126,76,50,
"068",2019,"70-74",46,27,19,
"068",2019,"75-79",38,25,13,
"068",2019,"80-84",27,8,19,
"068",2019,"85-89",8,6,2,
"068",2019,"90+",2,2,0,
"070",2019,"0-4",446,215,231,
"070",2019,"5-9",474,234,240,
"070",2019,"10-14",417,223,194,
"070",2019,"15-19",338,179,159,
"070",2019,"20-24",335,174,161,
"070",2019,"25-29",410,228,182,
"070",2019,"30-34",325,157,168,
"070",2019,"35-39",303,156,147,
"070",2019,"40-44",197,97,100,
"070",2019,"45-49",221,107,114,
"070",2019,"50-54",286,151,135,
"070",2019,"55-59",330,180,150,
"070",2019,"60-64",330,192,138,
"070",2019,"65-69",204,107,97,
"070",2019,"70-74",110,50,60,
"070",2019,"75-79",87,51,36,
"070",2019,"80-84",55,27,28,
"070",2019,"85-89",20,7,13,
"070",2019,"90+",10,5,5,
"090",2019,"0-4",6774,3459,3315,
"090",2019,"5-9",6708,3454,3254,
"090",2019,"10-14",6452,3335,3117,
"090",2019,"15-19",6070,3219,2851,
"090",2019,"20-24",7937,4639,3298,
"090",2019,"25-29",7762,4119,3643,
"090",2019,"30-34",7926,4131,3795,
"090",2019,"35-39",7161,3747,3414,
"090",2019,"40-44",5740,2987,2753,
"090",2019,"45-49",5163,2697,2466,
"090",2019,"50-54",5239,2665,2574,
"090",2019,"55-59",6192,3095,3097,
"090",2019,"60-64",5860,2981,2879,
"090",2019,"65-69",4635,2426,2209,
"090",2019,"70-74",3199,1666,1533,
"090",2019,"75-79",1682,863,819,
"090",2019,"80-84",858,411,447,
"090",2019,"85-89",472,188,284,
"090",2019,"90+",265,98,167,
"100",2019,"0-4",121,58,63,
"100",2019,"5-9",163,73,90,
"100",2019,"10-14",128,72,56,
"100",2019,"15-19",112,56,56,
"100",2019,"20-24",77,45,32,
"100",2019,"25-29",108,57,51,
"100",2019,"30-34",138,63,75,
"100",2019,"35-39",175,80,95,
"100",2019,"40-44",142,73,69,
"100",2019,"45-49",137,71,66,
"100",2019,"50-54",158,80,78,
"100",2019,"55-59",257,130,127,
"100",2019,"60-64",264,135,129,
"100",2019,"65-69",217,112,105,
"100",2019,"70-74",150,75,75,
"100",2019,"75-79",87,37,50,
"100",2019,"80-84",39,18,21,
"100",2019,"85-89",33,10,23,
"100",2019,"90+",18,5,13,
"105",2019,"0-4",114,49,65,
"105",2019,"5-9",127,66,61,
"105",2019,"10-14",140,65,75,
"105",2019,"15-19",100,44,56,
"105",2019,"20-24",69,33,36,
"105",2019,"25-29",112,69,43,
"105",2019,"30-34",110,62,48,
"105",2019,"35-39",126,62,64,
"105",2019,"40-44",114,54,60,
"105",2019,"45-49",119,64,55,
"105",2019,"50-54",135,75,60,
"105",2019,"55-59",187,97,90,
"105",2019,"60-64",207,108,99,
"105",2019,"65-69",225,119,106,
"105",2019,"70-74",114,70,44,
"105",2019,"75-79",83,54,29,
"105",2019,"80-84",54,37,17,
"105",2019,"85-89",14,6,8,
"105",2019,"90+",5,4,1,
"110",2019,"0-4",1757,872,885,
"110",2019,"5-9",1985,1013,972,
"110",2019,"10-14",2105,1066,1039,
"110",2019,"15-19",1886,980,906,
"110",2019,"20-24",1631,849,782,
"110",2019,"25-29",2353,1183,1170,
"110",2019,"30-34",2555,1283,1272,
"110",2019,"35-39",2483,1248,1235,
"110",2019,"40-44",2037,1016,1021,
"110",2019,"45-49",1976,1018,958,
"110",2019,"50-54",2190,1100,1090,
"110",2019,"55-59",2398,1232,1166,
"110",2019,"60-64",2245,1144,1101,
"110",2019,"65-69",1851,902,949,
"110",2019,"70-74",1265,679,586,
"110",2019,"75-79",648,285,363,
"110",2019,"80-84",407,179,228,
"110",2019,"85-89",179,71,108,
"110",2019,"90+",108,32,76,
"122",2019,"0-4",3476,1751,1725,
"122",2019,"5-9",3731,1896,1835,
"122",2019,"10-14",3880,1997,1883,
"122",2019,"15-19",3433,1784,1649,
"122",2019,"20-24",2508,1411,1097,
"122",2019,"25-29",3418,1816,1602,
"122",2019,"30-34",3666,1865,1801,
"122",2019,"35-39",3930,2087,1843,
"122",2019,"40-44",3439,1856,1583,
"122",2019,"45-49",3367,1694,1673,
"122",2019,"50-54",3551,1849,1702,
"122",2019,"55-59",4453,2231,2222,
"122",2019,"60-64",4817,2411,2406,
"122",2019,"65-69",4249,2267,1982,
"122",2019,"70-74",2924,1551,1373,
"122",2019,"75-79",1946,1008,938,
"122",2019,"80-84",928,472,456,
"122",2019,"85-89",511,229,282,
"122",2019,"90+",272,92,180,
"130",2019,"0-4",736,380,356,
"130",2019,"5-9",900,480,420,
"130",2019,"10-14",898,446,452,
"130",2019,"15-19",867,462,405,
"130",2019,"20-24",755,414,341,
"130",2019,"25-29",945,503,442,
"130",2019,"30-34",931,447,484,
"130",2019,"35-39",971,492,479,
"130",2019,"40-44",813,414,399,
"130",2019,"45-49",809,398,411,
"130",2019,"50-54",864,419,445,
"130",2019,"55-59",1050,550,500,
"130",2019,"60-64",1030,503,527,
"130",2019,"65-69",838,429,409,
"130",2019,"70-74",606,284,322,
"130",2019,"75-79",396,210,186,
"130",2019,"80-84",217,112,105,
"130",2019,"85-89",101,41,60,
"130",2019,"90+",71,31,40,
"150",2019,"0-4",938,491,447,
"150",2019,"5-9",950,495,455,
"150",2019,"10-14",984,510,474,
"150",2019,"15-19",837,464,373,
"150",2019,"20-24",813,451,362,
"150",2019,"25-29",1004,525,479,
"150",2019,"30-34",1018,561,457,
"150",2019,"35-39",920,478,442,
"150",2019,"40-44",771,386,385,
"150",2019,"45-49",709,358,351,
"150",2019,"50-54",759,383,376,
"150",2019,"55-59",913,506,407,
"150",2019,"60-64",877,492,385,
"150",2019,"65-69",623,301,322,
"150",2019,"70-74",444,212,232,
"150",2019,"75-79",242,123,119,
"150",2019,"80-84",124,58,66,
"150",2019,"85-89",68,24,44,
"150",2019,"90+",35,9,26,
"158",2019,"0-4",884,473,411,
"158",2019,"5-9",908,466,442,
"158",2019,"10-14",930,491,439,
"158",2019,"15-19",786,392,394,
"158",2019,"20-24",691,392,299,
"158",2019,"25-29",719,363,356,
"158",2019,"30-34",619,343,276,
"158",2019,"35-39",413,221,192,
"158",2019,"40-44",321,154,167,
"158",2019,"45-49",319,153,166,
"158",2019,"50-54",361,187,174,
"158",2019,"55-59",407,215,192,
"158",2019,"60-64",323,173,150,
"158",2019,"65-69",217,119,98,
"158",2019,"70-74",149,78,71,
"158",2019,"75-79",66,30,36,
"158",2019,"80-84",36,14,22,
"158",2019,"85-89",43,11,32,
"158",2019,"90+",7,3,4,
"164",2019,"0-4",155,77,78,
"164",2019,"5-9",133,70,63,
"164",2019,"10-14",127,61,66,
"164",2019,"15-19",104,49,55,
"164",2019,"20-24",93,44,49,
"164",2019,"25-29",120,61,59,
"164",2019,"30-34",135,74,61,
"164",2019,"35-39",123,52,71,
